,MBID,#1 Most Used Bpm,Percentage of 1st,#2 Most Used Bpm,Percentage of 2nd,Total # Duplicates
251,40f04250-6d23-4f88-902c-94ef1a1dd3ed,119.0,92.0,111.0,6.0,50
252,4112acb8-7ac0-4047-9c02-6e02226003e7,118.0,100.0,Nan,Nan,34
253,4131e00c-13c5-4f92-a2ff-73c2edaf420c,109.0,43.75,Nan,Nan,32
254,41586ae8-d018-4ac7-8c9b-096feaa3d03f,117.0,38.7755102041,114.0,26.53061224489796,49
255,416b0e1a-3bb5-4bf4-b01b-0183995e48ed,72.0,93.9393939394,143.0,3.0303030303030303,33
256,41a2cac5-8b8f-4b51-8046-9ee8639015fa,138.0,100.0,Nan,Nan,36
257,41e8b7d6-ad5c-47d7-a72d-290f4e2d1959,147.0,100.0,Nan,Nan,36
258,424c10aa-a857-4dc6-872e-2a8fb0b707f3,127.0,96.875,130.0,3.125,32
259,429f0b1a-0293-4793-993b-0bb5f73567f2,137.0,89.0625,Nan,Nan,64
260,42b205b0-7f27-4d3d-a33f-9a7cbf9a33f7,132.0,100.0,Nan,Nan,32
261,430aa3d3-3dac-4bd5-857d-eb10212ffefb,127.0,75.0,Nan,Nan,32
262,43a8d041-d666-4b14-807a-5ac0df35a69a,96.0,97.619047619,Nan,Nan,42
263,440f60e8-0b25-4ec4-abb1-c6beec624ab0,115.0,100.0,Nan,Nan,38
264,44135d7f-f5d6-4ef9-8518-ed11f5b705e7,129.0,87.0,178.0,7.000000000000001,100
265,4416d38e-0f68-4c75-93b9-c1a793fccb49,91.0,97.6744186047,95.0,2.3255813953488373,43
266,44c3ead8-c238-4d1b-be18-c48fe828135b,95.0,100.0,Nan,Nan,45
267,453f8ecf-e853-45ec-8335-d240a15cd75f,114.0,73.3333333333,Nan,Nan,45
268,455d02a2-4e66-4333-9057-8150b4a70477,80.0,94.2857142857,162.0,5.714285714285714,35
269,4603cc1a-a8e5-4a12-baa4-51f12df0942f,94.0,15.1515151515,185.0,15.151515151515152,33
270,468c6f6f-4e68-494a-adac-96aebc754923,121.0,96.4912280702,Nan,Nan,57
271,46c7368a-013a-47b6-97cc-e55e7ab25213,135.0,86.4406779661,Nan,Nan,59
272,46d6ebba-8d3f-4600-a2a3-9eab4713458d,129.0,100.0,Nan,Nan,37
273,470d06f8-6c0c-443d-b521-4c4eed9f0e7e,89.0,100.0,Nan,Nan,32
274,471dc436-80be-4f06-bc8f-7e2685876cfc,96.0,86.3636363636,Nan,Nan,44
275,4741ce2a-636c-4eaa-9507-eb1c37ad9c5d,120.0,85.7142857143,Nan,Nan,42
276,474546e9-0b30-4881-9269-c6c1c8bbf07b,112.0,90.0,Nan,Nan,40
277,47b02a82-c3bf-4647-b894-dd1c8f608e7f,178.0,92.5,0.0,2.5,80
278,47eaab1a-667b-490d-8094-168e7d0d9ad1,103.0,100.0,Nan,Nan,43
279,485bbe7f-d0f7-4ffe-8adb-0f1093dd2dbf,114.0,98.0769230769,100.0,1.9230769230769231,52
280,48cfc6cc-cb22-493c-b5c7-75fdcecd4a6a,165.0,96.4601769912,172.0,1.7699115044247788,113
281,48f29b17-13d6-432a-ae38-1e60d4243506,100.0,100.0,Nan,Nan,34
282,49150aa6-2f72-4c95-9247-130d5046e827,108.0,97.0588235294,Nan,Nan,34
283,4934b8fe-e00f-42bc-9b3b-92e42b34169d,134.0,76.4705882353,Nan,Nan,51
284,497f727d-e5c5-461c-a829-00ccc75b6993,144.0,61.7021276596,152.0,14.893617021276595,47
285,49af3ae2-a738-4e2c-8801-f607098b380b,135.0,97.5,172.0,2.5,40
286,4a7fea2e-545b-4c63-bc9a-9943cc3a29d7,115.0,95.0819672131,121.0,3.278688524590164,61
287,4bad78ec-2f45-43fd-892e-311798774d58,166.0,100.0,Nan,Nan,45
288,4c092c9f-dc09-4336-b903-b1e926ae07b1,98.0,100.0,Nan,Nan,38
289,4c2a08bd-26df-4e68-835a-5bc8ff9bcf8a,151.0,80.0,156.0,7.5,40
290,4ce20795-0558-4302-943a-7f621f49aad6,136.0,100.0,Nan,Nan,46
291,4d23c548-d658-4d05-864d-37147fc28016,143.0,94.4444444444,Nan,Nan,36
292,4d6e2a09-fb4a-41f0-ba67-3efdff16b0d6,127.0,46.6666666667,123.0,22.22222222222222,45
293,4d7b8fcb-fafc-4416-9170-752f12e10a2e,115.0,100.0,Nan,Nan,34
294,4d8ca8d4-6254-4967-b4db-53e5844e79d0,156.0,100.0,Nan,Nan,38
295,4dbf0a1f-f823-4e6f-b435-0b85e9e1e5a4,156.0,100.0,Nan,Nan,42
296,4dd209b9-80fd-4e11-8093-3bab2db810fc,129.0,97.4358974359,Nan,Nan,39
297,4dfac6ae-8804-4c58-ae92-ec324b2db01f,162.0,100.0,Nan,Nan,48
298,4e0d8649-1f89-44f3-91af-4c0dbee81f28,138.0,73.6842105263,Nan,Nan,38
299,4e1083c3-b577-48e9-9a56-7bbbcbb1d6e7,150.0,100.0,Nan,Nan,35
300,4e4a5947-a6e5-4091-9b42-f7e9ba387c1b,117.0,88.5714285714,Nan,Nan,35
301,4e5f16e7-330e-4459-aa30-71a7aabac392,89.0,100.0,Nan,Nan,35
302,4eb581fa-4080-4b0b-9ef0-2c8720c02190,153.0,100.0,Nan,Nan,37
303,4ed9a62a-2bf5-4744-ba1b-9a23f27e06c7,133.0,100.0,Nan,Nan,48
304,4ee2ff88-ac68-4dee-9f7f-da99f6600415,125.0,100.0,Nan,Nan,53
305,4f063cd8-1c74-4ef1-8d68-236123ef6438,133.0,100.0,Nan,Nan,33
306,4f2dee49-a3cf-4101-abbc-f98eb11422cc,130.0,100.0,Nan,Nan,60
307,4f365369-153b-4b08-9516-20ff5850908f,103.0,100.0,Nan,Nan,36
308,4f515654-052b-4631-8a78-57ea362cd18a,128.0,74.358974359,Nan,Nan,39
309,4f519610-8e08-4500-81c5-42f41bf4b882,137.0,87.2340425532,Nan,Nan,47
310,4f90fe5e-da94-43c9-9ed0-a9a2c9259fee,88.0,100.0,Nan,Nan,34
311,50369905-68ca-48d2-912d-b37330ff7dc3,91.0,100.0,Nan,Nan,36
312,506ae263-7f46-47b7-9e83-055505cfb279,148.0,100.0,Nan,Nan,34
313,5098d0a8-d3c3-424e-9367-1f2610724410,117.0,92.1052631579,178.0,7.894736842105263,38
314,5118f7b4-eafc-491a-9158-ee646dff2236,103.0,81.8181818182,Nan,Nan,66
315,5199acad-fac9-4fd8-8bd2-948ff8ca7b41,113.0,89.1891891892,122.0,4.054054054054054,74
316,51a78bee-4ef0-4b5b-96ea-f2878f3d7993,143.0,100.0,Nan,Nan,35
317,51b4875e-329a-412f-85da-167ccbca8a4b,88.0,45.7142857143,172.0,40.0,35
318,51d17863-4935-463c-a82a-b024b38992e6,162.0,50.0,155.0,30.555555555555557,36
319,51d64ed0-0dd0-471d-9b07-786d715a17da,65.0,32.5,97.0,25.0,40
320,522da5b6-9ce1-4fbb-9262-4914b91fb532,139.0,100.0,Nan,Nan,46
321,526bd613-fddd-4bd6-9137-ab709ac74cab,130.0,100.0,Nan,Nan,41
322,53081db0-d8ed-49fe-97f6-a1bdae8721ea,115.0,90.4109589041,135.0,9.58904109589041,73
323,533d5cbb-3ec6-4226-994b-844bc2173ac3,111.0,100.0,Nan,Nan,38
324,53479dbd-bc21-4374-a4ba-e0b683324b88,133.0,100.0,Nan,Nan,56
325,53c6740c-7a7d-4d07-a8d2-80cb828b3eb0,138.0,100.0,Nan,Nan,40
326,540c2151-e260-407c-9b13-5833158c210e,118.0,78.9473684211,Nan,Nan,38
327,54a3c21c-5395-44a2-b90b-b7fab8095c20,95.0,100.0,Nan,Nan,33
328,551f064e-1682-4c94-b538-9407978a4f63,135.0,100.0,Nan,Nan,32
329,552233e5-41bf-4b36-adc3-b848df17b4b5,118.0,100.0,Nan,Nan,38
330,5541020c-f657-44b8-958f-a5e2c2a42e11,105.0,25.7142857143,115.0,17.142857142857142,35
331,55a7eb65-9b9e-4701-b6ae-de32b3a5652e,142.0,100.0,Nan,Nan,42
332,55c25c91-3c31-454b-b010-1d015c99aabc,91.0,100.0,Nan,Nan,32
333,5616efb3-4c50-40ab-a792-e2e34faae75f,165.0,84.3137254902,108.0,3.9215686274509802,51
334,56856396-51ec-4e14-903a-3ef478bac052,142.0,100.0,Nan,Nan,39
335,568de193-cb26-494b-ba64-74275226d667,147.0,72.2222222222,Nan,Nan,36
336,56a8f0be-d69d-462f-815d-fe7689155750,122.0,87.6923076923,Nan,Nan,65
337,56d2735d-abc7-4070-9c3f-bc27593d922d,138.0,88.5714285714,Nan,Nan,35
338,57888c47-f976-4417-9577-f45f118b58ca,111.0,100.0,Nan,Nan,35
339,5838f978-0822-4e28-874f-e1511324ec3a,136.0,84.0,Nan,Nan,50
340,583bdc51-88f8-4e2f-941a-0291f1dfddc6,126.0,30.0,129.0,30.0,40
341,58578737-6d2e-491e-a545-6c8beb6e260c,83.0,100.0,Nan,Nan,34
342,5893b2c3-243c-4b79-bfbf-c6624770a97b,96.0,100.0,Nan,Nan,34
343,58b961e1-a2ef-4e92-a82b-199b15bb3cd8,118.0,84.6153846154,Nan,Nan,52
344,59038571-03ea-4ca4-965c-a57eae2aa138,172.0,100.0,Nan,Nan,39
345,5935ec91-8124-42ff-937f-f31a20ffe58f,118.0,100.0,Nan,Nan,37
346,5955a265-57f9-4a3d-a7fa-27049469ca64,117.0,80.3571428571,Nan,Nan,56
347,596dc3a0-db3a-477a-b8a1-971023edb239,99.0,100.0,Nan,Nan,34
348,597eae0b-ccb6-4076-b997-0ce940586076,98.0,100.0,Nan,Nan,46
349,59b38ba7-ad30-4dfe-ba41-3d8ee4348c18,104.0,100.0,Nan,Nan,64
350,59e6487b-6c90-4e2a-82db-2e6a75afdb7e,110.0,83.7837837838,113.0,10.81081081081081,37
351,5a3c6008-0aad-4b44-97d2-800f49647dd2,164.0,100.0,Nan,Nan,40
352,5a80bd9b-4d50-4329-a392-005e9b4be48f,121.0,97.619047619,130.0,2.380952380952381,42
353,5ac6c47f-bce8-4718-8bc6-f1de40693d14,102.0,65.7894736842,166.0,13.157894736842104,38
354,5aca0e28-b3dc-42b8-8d48-6af35332addc,154.0,70.8333333333,Nan,Nan,48
355,5ad78393-77c2-451e-beb1-074df7e06e57,143.0,59.4202898551,Nan,Nan,69
356,5addac83-e296-4548-bf4d-7b03a8a079bc,124.0,94.0476190476,Nan,Nan,84
357,5b20a7d0-adce-461b-852b-1e622bb25b2a,107.0,76.4705882353,Nan,Nan,34
358,5b64c0b8-ab38-4a4a-be01-a346cb332d68,130.0,79.4117647059,Nan,Nan,68
359,5bd3b76f-34f5-4f90-9361-7f6416dc207d,117.0,100.0,Nan,Nan,32
360,5bdb99b2-b7cc-4aa3-bb4f-4102485ff853,114.0,100.0,Nan,Nan,34
361,5bdf011c-a186-4c1c-b7b6-e0faed39d4c3,84.0,84.2105263158,166.0,15.789473684210526,38
362,5d4817d6-bb0e-46c3-8322-84ccc86770ba,165.0,97.0588235294,135.0,2.941176470588235,34
363,5e0aa7e4-01cb-441c-9fc2-d89e890cb981,152.0,100.0,Nan,Nan,40
364,5e7a3a47-3df6-4ae7-a60d-fb212758ad81,137.0,100.0,Nan,Nan,74
365,5e7ff3da-0b31-429e-9a27-982b9e21b97c,103.0,100.0,Nan,Nan,46
366,5f1604ed-5c6b-4a85-8391-15aa61ae7f98,118.0,100.0,Nan,Nan,37
367,5f1c33b7-de18-4845-b9a1-6385bfec68e8,94.0,100.0,Nan,Nan,36
368,5f231710-2468-4a9e-90a0-9e8cd38b60b0,140.0,100.0,Nan,Nan,42
369,5f64bf87-a18e-4ac0-8a49-dc1d500a8ba5,105.0,84.2105263158,Nan,Nan,38
370,6011093f-704a-46b0-8941-ae2bee94d70a,90.0,56.25,163.0,34.375,32
371,60572fab-c835-4733-aa5a-2864c318c9c8,103.0,98.0392156863,106.0,1.9607843137254901,51
372,606667b6-12ac-4e34-9e42-d5c773916d10,128.0,100.0,Nan,Nan,48
373,607f0209-b05a-4c30-bed4-770972cd7486,143.0,68.5714285714,147.0,17.142857142857142,35
374,60aa59ea-1353-4063-ac86-b85820f2a8ab,73.0,55.8823529412,147.0,38.23529411764706,34
375,60bd9d53-01ff-4562-8058-eb44b3940317,91.0,82.3529411765,142.0,5.88235294117647,34
376,60e32de8-b6f7-4919-9f57-ba9c9974cf89,124.0,100.0,Nan,Nan,45
377,60e94685-0481-4d3d-bd84-11c389d9b2a5,133.0,100.0,Nan,Nan,36
378,60fa767a-d85d-4991-82bc-4294e0b11ae7,122.0,93.9393939394,81.0,3.0303030303030303,33
379,610c0012-6eb4-42a0-b759-3a2532ce0f15,123.0,100.0,Nan,Nan,37
380,612eacef-bc8a-4797-aa72-5f811e0ffda8,76.0,97.5609756098,114.0,2.4390243902439024,41
381,61501d89-f666-4281-a0f8-5eaa01b5173b,164.0,100.0,Nan,Nan,34
382,619ee3de-edef-4370-9373-02d90b1ccbb7,131.0,88.4615384615,Nan,Nan,52
383,619f60fa-b680-4735-a635-fc0f03715227,96.0,100.0,Nan,Nan,35
384,61d90458-d529-4b2d-92b5-a1971c45a75e,97.0,100.0,Nan,Nan,33
385,6244adb7-2a77-4e37-a0aa-6a99267bb655,124.0,100.0,Nan,Nan,47
386,62721352-9eb6-45cf-93c4-9e5ecb178116,130.0,100.0,Nan,Nan,55
387,62c2e20a-559e-422f-a44c-9afa7882f0c4,132.0,96.875,Nan,Nan,32
388,632e9ad4-5f69-4c1a-9d8a-64aacede00b2,124.0,86.1111111111,89.0,13.88888888888889,36
389,63829f37-1e41-4f31-a5c8-4dfa78e0aa9d,125.0,100.0,Nan,Nan,49
390,63d9e22a-6053-491d-bbd7-da9707b8bbe0,139.0,100.0,Nan,Nan,32
391,63dd7ef6-6d6e-44d5-a4d9-190e49223077,95.0,100.0,Nan,Nan,32
392,6433700e-23c1-45b2-aa84-3ae90dda9055,138.0,61.7021276596,Nan,Nan,94
393,647be9e2-f19b-465b-a562-147f5141b952,146.0,100.0,Nan,Nan,37
394,647f8be9-b76e-4143-842a-03eb0e36c4f1,137.0,100.0,Nan,Nan,47
395,65223e52-b792-4924-817e-6a30c32aafcb,91.0,97.1428571429,130.0,2.857142857142857,35
396,656700dc-c886-4440-8771-1ad945ce0c05,91.0,100.0,Nan,Nan,39
397,656cfcb3-5870-4db8-8510-6cb598b47aad,129.0,100.0,Nan,Nan,38
398,659b4269-fe81-40e4-86e9-12879c09c9e6,109.0,100.0,Nan,Nan,39
399,65ca55c8-d857-4a3b-9246-835b1e54fe4d,172.0,85.1851851852,86.0,3.7037037037037033,108
400,65f86a3b-3d0f-4f2f-892d-9487783aca9b,166.0,92.5925925926,Nan,Nan,81
401,660404c9-a3e5-43c5-bd76-4339b00190e6,147.0,61.1111111111,98.0,38.88888888888889,36
402,666023bd-745f-4b38-bb15-325e61156fd0,100.0,100.0,Nan,Nan,33
403,666879c8-2083-4f64-bd7a-9a15bac75962,115.0,100.0,Nan,Nan,50
404,66dd332c-d163-4dd6-8b3d-7f5900112e99,106.0,93.75,Nan,Nan,32
405,66f340f5-ccaa-4b63-a6ec-dcf67c6982df,132.0,100.0,Nan,Nan,35
406,6794841d-9f38-4e22-865c-fdee1f383043,120.0,100.0,Nan,Nan,32
407,684252b0-f52f-4e09-b81e-65aa84dfc20f,101.0,65.8536585366,125.0,12.195121951219512,41
408,687971bf-d15c-4e63-8067-e9518fbe21bc,121.0,90.1960784314,Nan,Nan,51
409,688301b0-ae38-4aeb-8a4d-993330a74ba8,114.0,97.6744186047,Nan,Nan,43
410,689e1526-b20e-41ff-a920-5c7a4049ae1d,140.0,100.0,Nan,Nan,32
411,68aaa830-20c5-4e4a-bc5c-3bfcecc43fde,120.0,100.0,Nan,Nan,35
412,6939a732-bc36-4ee8-82d2-16e7d5e8e262,136.0,53.125,133.0,28.125,32
413,693e1e1e-04b8-441f-bcaa-5c0c33acdff2,120.0,100.0,Nan,Nan,42
414,69443781-a8e6-4ee8-8b76-baa50e5e246b,108.0,100.0,Nan,Nan,35
415,6978bfee-114a-48ab-8e0f-ceefeafe189f,127.0,100.0,Nan,Nan,38
416,69de4ab7-bfce-424e-b109-d96b34801516,185.0,58.5365853659,94.0,29.268292682926827,41
417,6a7612f8-b04e-4824-8fdd-cad2100c6e3b,104.0,100.0,Nan,Nan,37
418,6ac57059-6f4a-4364-ad0c-85afc8d582c4,118.0,100.0,Nan,Nan,39
419,6ae75c90-5cb6-48f0-a262-6607659c884d,154.0,93.9393939394,Nan,Nan,33
420,6af5abdb-52b2-4a84-b98f-b06af73b83e0,89.0,82.1428571429,Nan,Nan,56
421,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,143.0,100.0,Nan,Nan,32
422,6b235773-16bd-4fc5-b57e-c966f9d1db6d,129.0,100.0,Nan,Nan,47
423,6b9a509f-6907-4a6e-9345-2f12da09ba4b,110.0,98.1818181818,91.0,1.8181818181818181,55
424,6c267ad5-e2ba-44a8-8882-a4c2879b7768,110.0,100.0,Nan,Nan,58
425,6c3cf3d5-8634-4c70-aa4a-f2bf8245f3f3,109.0,90.3846153846,Nan,Nan,52
426,6cbbb97d-2180-4ba9-97a8-6158b6332bb4,111.0,100.0,Nan,Nan,36
427,6cc55423-dbe7-46e8-8ba2-7b3393cfce87,138.0,100.0,Nan,Nan,36
428,6da2cc31-9b12-4b66-9e26-074150f73406,150.0,100.0,Nan,Nan,33
429,6da76448-982a-4a01-b65b-9a710301c9c9,112.0,100.0,Nan,Nan,34
430,6db17e6e-94d8-4794-9364-c761ad667fb1,118.0,98.7179487179,Nan,Nan,78
431,6dd73bac-956b-40ef-be01-860fcdd4990b,90.0,100.0,Nan,Nan,69
432,6de49025-14ac-4e48-8a49-bbcb5cf2c938,120.0,96.0,142.0,2.0,50
433,6dfe539c-d453-4352-a744-4942dbdb1bd6,123.0,100.0,Nan,Nan,32
434,6e1930ed-5be2-499e-9a6f-9202202f18a3,109.0,100.0,Nan,Nan,39
435,6f51468d-f161-41cf-8414-cd58b370bdf8,118.0,100.0,Nan,Nan,42
436,6f7bc4cf-e089-421a-ada9-9ef1f42799ac,127.0,100.0,Nan,Nan,57
437,6f97b6f6-c17d-4757-94b0-5c0e4798e3f7,113.0,100.0,Nan,Nan,33
438,6fb6fff0-a381-44be-8aa6-e3429a670e0b,117.0,100.0,Nan,Nan,34
439,700219b2-78a7-44ec-813a-a070dd988aff,165.0,86.9565217391,83.0,10.869565217391305,46
440,7003ec02-7bc2-4054-b477-f739efd6df45,148.0,97.6744186047,151.0,2.3255813953488373,43
441,706be20f-e062-4569-94cc-25842dc0a625,88.0,80.3921568627,172.0,13.725490196078432,51
442,71209300-34e5-491d-81ad-76237d167604,163.0,95.9183673469,66.0,2.0408163265306123,49
443,712edd8d-b413-4e4e-aca4-9b91fce2e65c,140.0,94.1176470588,Nan,Nan,51
444,71557258-6534-4b56-8007-3903ace2d869,120.0,97.2972972973,Nan,Nan,37
445,71c0e054-b700-4fd2-a35b-95c7afc566cb,78.0,100.0,Nan,Nan,33
446,727a4a9b-70c9-44e9-8dcc-ad8e4f9d007e,133.0,100.0,Nan,Nan,40
447,729cf505-94eb-4fbe-bc76-cbae44cff091,95.0,100.0,Nan,Nan,33
448,72d50aa4-f537-4bbe-80bc-478ea8671cc1,87.0,100.0,Nan,Nan,40
449,735027a3-d183-42a0-a691-7be6c166df2f,178.0,85.2941176471,172.0,11.76470588235294,34
450,7363463d-4abc-4149-902a-a43808a37d5f,126.0,83.3333333333,Nan,Nan,42
451,738920d3-c6e6-41c7-b504-57761bb625fd,145.0,100.0,Nan,Nan,43
452,73b01cea-2dad-4fc2-9e61-02a31477c1b1,112.0,100.0,Nan,Nan,35
453,740d324e-4356-4116-812d-17ea76a190ce,120.0,85.4166666667,Nan,Nan,48
454,744d7528-025d-4bb4-8907-f01ae87f7327,102.0,100.0,Nan,Nan,42
455,749dfa2e-18eb-479b-a4ac-cdaf09295017,172.0,84.0909090909,178.0,6.8181818181818175,44
456,74abc781-2a12-4406-86b6-eea9586057db,116.0,93.4782608696,92.0,4.3478260869565215,46
457,75581e1b-ee38-4b7f-bc4e-4d6628214693,84.0,82.5,166.0,7.5,40
458,755ea925-c364-4e59-b21f-8d0f4f73f821,106.0,100.0,Nan,Nan,35
459,75f82744-5d4d-417c-b276-37dc4c17a98d,124.0,100.0,Nan,Nan,36
460,762e120f-6d52-4fae-a796-699ae0a0ea9f,152.0,100.0,Nan,Nan,38
461,76729246-4933-4d0f-9951-ac3ac9865d6b,137.0,97.2222222222,103.0,2.7777777777777777,36
462,768f19ab-2753-445e-8332-4acb37800bc8,129.0,25.0,132.0,21.875,32
463,76ad38d7-4d80-45a0-992a-68388621067a,104.0,97.2972972973,Nan,Nan,37
464,770894b7-030e-404d-a833-4a77d0558cb2,153.0,94.7368421053,Nan,Nan,38
465,771025ae-7f9e-4f76-8aa4-ccfec40f218c,130.0,100.0,Nan,Nan,35
466,774e840c-164b-434c-8f2e-359eab5b050d,144.0,51.9230769231,147.0,28.846153846153843,52
467,77fba263-80bc-4233-9694-210567d5c947,118.0,100.0,Nan,Nan,33
468,78194fbe-3bcd-4afe-b4a6-7a97711c325f,152.0,87.1794871795,101.0,12.82051282051282,39
469,78b533ab-79f0-4ba9-9b9f-ba1654332b88,124.0,100.0,Nan,Nan,36
470,78c9a3c5-850f-45cb-8fd0-39e78a552956,178.0,91.4285714286,172.0,5.714285714285714,35
471,79047824-f821-4b1a-9893-e0cea1c947dd,108.0,100.0,Nan,Nan,44
472,7932ba40-a0d3-4a7e-8d85-b351fd33317e,133.0,100.0,Nan,Nan,45
473,795602a9-94f5-43f5-bb87-d058ac9428ec,117.0,100.0,Nan,Nan,41
474,797ae656-81d4-4d89-bddb-eca56f77ba72,151.0,81.8181818182,103.0,18.181818181818183,33
475,79a9d62f-2de3-479d-86e5-6ff857127ba8,120.0,97.9166666667,172.0,2.083333333333333,48
476,79d41dd0-d456-4d33-a36f-bfcc094c38ac,135.0,100.0,Nan,Nan,36
477,79eaa087-edbe-43af-b7d2-de06ecf8cd90,132.0,92.7536231884,Nan,Nan,69
478,79f7dc21-3ccf-40eb-abb4-30ef41ca999b,144.0,100.0,Nan,Nan,38
479,7a3e8796-a0b3-4999-b268-4e2d47912e3c,142.0,100.0,Nan,Nan,35
480,7a933538-2fb2-4d43-9fac-030840935409,124.0,97.9591836735,104.0,2.0408163265306123,49
481,7a9cb96e-84c8-4347-9251-fde1117e286f,126.0,90.9090909091,131.0,9.090909090909092,55
482,7aa0241d-0786-42be-8cf3-3151c85347f4,113.0,87.8787878788,Nan,Nan,33
483,7b35a0dd-eda8-4757-a759-8a4d0a5679dd,106.0,100.0,Nan,Nan,47
484,7c0e11a3-1c7a-4e6d-a14d-6e86d86dbaad,103.0,100.0,Nan,Nan,37
485,7c1f143a-f016-4cb0-be79-c4467dd800e0,123.0,100.0,Nan,Nan,37
486,7c278a16-ae04-460c-88ea-39155cadcd09,129.0,78.125,121.0,18.75,32
487,7c56b21f-17d5-43a3-a698-14373c1f302d,152.0,100.0,Nan,Nan,47
488,7c5a7d3b-fcc0-4c88-8798-5f34fe2be0f3,130.0,70.4545454545,133.0,9.090909090909092,44
489,7d240e37-7ef6-4d1f-a014-144836c16c17,136.0,100.0,Nan,Nan,48
490,7e4bcb1b-ebc2-4a26-905b-5303e54e6f3e,118.0,90.625,97.0,3.125,32
491,7e52d1a9-6c02-4f2e-b30e-dc22ef219f3f,117.0,97.3684210526,Nan,Nan,38
492,7eca082a-4b79-49d9-812d-1c9711cfe346,91.0,100.0,Nan,Nan,34
493,7ed813a3-56b6-4acf-8cbe-c89bc750ec15,94.0,100.0,Nan,Nan,42
494,7f198a38-b1f7-4a4f-be6a-5e5631dca16f,91.0,97.0588235294,Nan,Nan,34
495,7fef22bd-76aa-4803-b56b-93a5d6e70662,155.0,100.0,Nan,Nan,34
496,7fef28ab-aa1b-4368-8ffe-c128b58042dd,126.0,94.5454545455,135.0,1.8181818181818181,55
497,80549cae-482b-4e25-8f86-b41f47ef9782,108.0,76.9230769231,Nan,Nan,91
498,806d8ff3-d1d4-4178-a524-623b87ca0c62,146.0,97.2222222222,Nan,Nan,36
499,809947a1-4836-46e1-9b59-bdd30e611e5a,106.0,100.0,Nan,Nan,36
